order_id,product_id,category,geography,marketing_channel,price,order_date
337,P00337,Books,North America,Organic,133.85,2024-04-30
338,P00338,Home,Europe,Social Media,66.0,2024-07-25
339,P00339,Clothing,North America,Organic,166.63,2024-03-02
340,P00340,Electronics,Asia,Referral,131.31,2024-10-18
341,P00341,Clothing,North America,Referral,53.16,2024-05-06
342,P00342,Clothing,Europe,Social Media,184.9,2024-10-23
343,P00343,Electronics,North America,Email,108.41,2024-10-31
344,P00344,Clothing,Asia,Social Media,63.85,2024-01-21
345,P00345,Clothing,South America,Paid Ads,155.23,2024-11-13
346,P00346,Home,Europe,Organic,124.73,2024-02-11
347,P00347,Home,Europe,Email,11.4,2024-08-02
348,P00348,Electronics,South America,Social Media,73.72,2024-12-02
349,P00349,Clothing,Europe,Paid Ads,113.95,2024-10-25
350,P00350,Home,Europe,Organic,10.0,2024-10-16
351,P00351,Clothing,Europe,Social Media,104.25,2024-09-24
352,P00352,Books,Europe,Email,107.9,2024-06-10
353,P00353,Home,North America,Social Media,40.83,2024-05-13
354,P00354,Electronics,Asia,Organic,113.53,2024-04-14
355,P00355,Electronics,Europe,Paid Ads,100.37,2024-12-08
356,P00356,Home,North America,Paid Ads,40.44,2024-06-09
357,P00357,Electronics,Asia,Email,145.98,2024-05-02
358,P00358,Clothing,North America,Paid Ads,141.89,2024-05-15
359,P00359,Toys,North America,Email,85.51,2024-07-21
360,P00360,Clothing,Europe,Social Media,90.07,2024-03-08
361,P00361,Clothing,Asia,Referral,136.31,2024-12-09
362,P00362,Home,Asia,Email,89.97,2024-11-26
363,P00363,Clothing,Australia,Email,10.0,2024-06-02
364,P00364,Clothing,Asia,Referral,124.35,2024-08-22
365,P00365,Toys,North America,Social Media,59.34,2024-06-10
366,P00366,Clothing,North America,Organic,80.51,2024-02-07
367,P00367,Toys,Asia,Paid Ads,172.89,2024-01-05
368,P00368,Toys,North America,Organic,93.3,2024-08-22
369,P00369,Electronics,Europe,Social Media,100.09,2024-11-14
370,P00370,Electronics,Europe,Email,125.48,2024-10-15
371,P00371,Electronics,North America,Social Media,125.27,2024-02-21
372,P00372,Electronics,South America,Email,54.04,2024-02-07
373,P00373,Electronics,Europe,Organic,96.99,2024-10-02
374,P00374,Home,Europe,Email,101.81,2024-04-19
375,P00375,Electronics,Australia,Email,113.6,2024-09-16
376,P00376,Clothing,Europe,Organic,114.46,2024-05-15
377,P00377,Books,North America,Organic,229.37,2024-03-08
378,P00378,Electronics,Europe,Paid Ads,41.21,2024-06-27
379,P00379,Books,Asia,Email,149.0,2024-02-05
380,P00380,Electronics,Asia,Paid Ads,159.17,2024-05-05
381,P00381,Electronics,Asia,Organic,124.64,2024-07-08
382,P00382,Home,Asia,Email,67.48,2024-05-25
383,P00383,Home,North America,Social Media,183.23,2024-03-21
384,P00384,Books,Asia,Email,10.0,2024-08-12
385,P00385,Home,Asia,Organic,65.84,2024-10-05
386,P00386,Books,North America,Social Media,158.58,2024-12-26
387,P00387,Electronics,North America,Paid Ads,81.49,2024-06-03
388,P00388,Electronics,Australia,Organic,179.82,2024-11-09
389,P00389,Home,Asia,Paid Ads,24.41,2024-11-30
390,P00390,Books,Asia,Social Media,44.39,2024-09-27
391,P00391,Toys,Asia,Email,73.42,2024-01-05
392,P00392,Clothing,Europe,Social Media,120.87,2024-12-07
393,P00393,Clothing,Europe,Social Media,88.9,2024-10-10
394,P00394,Home,Europe,Paid Ads,75.48,2024-06-02
395,P00395,Clothing,North America,Social Media,171.02,2024-12-05
396,P00396,Toys,Asia,Email,175.67,2024-02-23
397,P00397,Books,Europe,Social Media,79.28,2024-03-09
398,P00398,Clothing,Europe,Email,14.51,2024-05-15
399,P00399,Home,Europe,Paid Ads,10.0,2024-02-29
400,P00400,Home,Europe,Organic,111.96,2024-02-24
401,P00401,Electronics,North America,Organic,132.8,2024-10-10
402,P00402,Toys,North America,Email,103.15,2024-03-20
403,P00403,Clothing,North America,Paid Ads,96.45,2024-05-19
404,P00404,Books,North America,Organic,59.77,2024-05-24
405,P00405,Clothing,Australia,Email,132.75,2024-11-05
406,P00406,Books,North America,Email,183.91,2024-04-17
407,P00407,Clothing,North America,Paid Ads,10.0,2024-06-24
408,P00408,Electronics,Europe,Organic,96.12,2024-04-14
409,P00409,Toys,Europe,Organic,51.48,2024-12-17
410,P00410,Electronics,North America,Email,25.48,2024-11-20
411,P00411,Clothing,Asia,Social Media,43.5,2024-05-15
412,P00412,Toys,Asia,Organic,118.98,2024-09-15
413,P00413,Toys,North America,Organic,120.25,2024-09-07
414,P00414,Clothing,North America,Organic,173.01,2024-05-08
415,P00415,Home,South America,Organic,100.44,2024-01-27
416,P00416,Clothing,Asia,Social Media,12.09,2024-02-17
417,P00417,Electronics,Europe,Organic,88.09,2024-11-20
418,P00418,Clothing,North America,Paid Ads,30.68,2024-08-04
419,P00419,Home,Europe,Paid Ads,39.66,2024-05-21
420,P00420,Home,Europe,Email,129.03,2024-01-23
421,P00421,Home,North America,Email,109.71,2024-01-02
422,P00422,Home,Europe,Paid Ads,129.38,2024-06-19
423,P00423,Electronics,Europe,Organic,82.13,2024-03-07
424,P00424,Clothing,North America,Organic,139.53,2024-11-22
425,P00425,Electronics,Asia,Paid Ads,79.33,2024-05-14
426,P00426,Clothing,Asia,Organic,155.83,2024-03-23
427,P00427,Clothing,North America,Organic,117.23,2024-08-14
428,P00428,Books,Asia,Social Media,89.65,2024-10-09
429,P00429,Clothing,North America,Social Media,110.6,2024-12-27
430,P00430,Electronics,Asia,Social Media,99.11,2024-08-06
431,P00431,Electronics,North America,Paid Ads,179.81,2024-10-14
432,P00432,Home,North America,Email,112.27,2024-01-05
433,P00433,Home,Europe,Email,99.92,2024-02-27
434,P00434,Electronics,Europe,Paid Ads,88.08,2024-02-08
435,P00435,Electronics,South America,Organic,142.16,2024-12-19
436,P00436,Home,North America,Organic,135.4,2024-03-17
437,P00437,Electronics,North America,Social Media,86.31,2024-10-06
438,P00438,Books,Europe,Paid Ads,42.22,2024-01-19
439,P00439,Home,Europe,Social Media,54.9,2024-07-08
440,P00440,Electronics,North America,Social Media,90.79,2024-10-25
441,P00441,Electronics,Europe,Social Media,167.45,2024-10-09
442,P00442,Toys,Asia,Social Media,87.49,2024-03-16
443,P00443,Clothing,Asia,Social Media,70.29,2024-08-08
444,P00444,Clothing,Australia,Organic,11.96,2024-03-06
445,P00445,Books,North America,Social Media,175.68,2024-01-22
446,P00446,Toys,Asia,Organic,128.45,2024-06-06
447,P00447,Toys,North America,Social Media,139.8,2024-07-05
448,P00448,Home,Europe,Social Media,148.08,2024-01-21
449,P00449,Clothing,Europe,Organic,91.76,2024-07-02
450,P00450,Electronics,Australia,Paid Ads,104.23,2024-04-17
451,P00451,Home,Asia,Paid Ads,174.43,2024-12-15
452,P00452,Clothing,Australia,Referral,108.98,2024-05-07
453,P00453,Clothing,Asia,Organic,129.38,2024-12-07
454,P00454,Toys,South America,Organic,143.53,2024-02-22
455,P00455,Electronics,Asia,Organic,132.15,2024-06-30
456,P00456,Clothing,Europe,Organic,93.59,2024-10-13
457,P00457,Electronics,North America,Social Media,98.31,2024-07-27
458,P00458,Clothing,North America,Organic,138.88,2024-11-13
459,P00459,Electronics,North America,Email,138.8,2024-03-20
460,P00460,Electronics,Europe,Email,158.41,2024-05-01
461,P00461,Electronics,Europe,Organic,127.55,2024-03-24
462,P00462,Home,Europe,Social Media,129.83,2024-03-31
463,P00463,Home,Australia,Email,77.69,2024-07-30
464,P00464,Clothing,South America,Social Media,70.94,2024-01-13
465,P00465,Toys,North America,Referral,139.03,2024-04-01
466,P00466,Clothing,North America,Social Media,71.29,2024-06-19
467,P00467,Electronics,Europe,Social Media,98.96,2024-07-29
468,P00468,Books,North America,Paid Ads,168.95,2024-12-08
469,P00469,Electronics,Asia,Email,161.03,2024-05-07
470,P00470,Toys,Europe,Social Media,115.09,2024-05-16
471,P00471,Electronics,Europe,Email,85.19,2024-03-22
472,P00472,Toys,Asia,Social Media,93.83,2024-12-25
473,P00473,Electronics,Asia,Social Media,143.38,2024-02-25
474,P00474,Books,North America,Social Media,98.18,2024-07-14
